sentence,version
"He was more at a loss than she, and we need not wonder at it; she had time to think on what to say to him; for it is very probable (though history mentions nothing of it) that the good Fairy, during so long a sleep, had given her very agreeable dreams.",lang
"In short, they talked four hours together, and yet they said not half what they had to say.",lang
"In the meanwhile all the palace awaked; everyone thought upon their particular business, and as all of them were not in love they were ready to die for hunger.",lang
"The chief lady of honor, being as sharp set as other folks, grew very impatient, and told the Princess aloud that supper was served up.",lang
"The Prince helped the Princess to rise; she was entirely dressed, and very magnificently, but his royal highness took care not to tell her that she was dressed like his great-grandmother, and had a point band peeping over a high collar; she looked not a bit less charming and beautiful for all that.",lang
"They went into the great hall of looking-glasses, where they supped, and were served by the Princess's officers, the violins and hautboys played old tunes, but very excellent, though it was now above a hundred years since they had played; and after supper, without losing any time, the lord almoner married them in the chapel of the castle, and the chief lady of honor drew the curtains.",lang
"They had but very little sleep--the Princess had no occasion; and the Prince left her next morning to return to the city, where his father must needs have been in pain for him.",lang
"The Prince told him: That he lost his way in the forest as he was hunting, and that he had lain in the cottage of a charcoal-burner, who gave him cheese and brown bread.",lang
"The King, his father, who was a good man, believed him; but his mother could not be persuaded it was true; and seeing that he went almost every day a-hunting, and that he always had some excuse ready for so doing, though he had lain out three or four nights together, she began to suspect that he was married, for he lived with the Princess above two whole years, and had by her two children, the eldest of which, who was a daughter, was named Morning, and the youngest, who was a son, they called Day, because he was a great deal handsomer and more beautiful than his sister.",lang
"The Queen spoke several times to her son, to inform herself after what manner he did pass his time, and that in this he ought in duty to satisfy her.",lang
"But he never dared to trust her with his secret; he feared her, though he loved her, for she was of the race of the Ogres, and the King would never have married her had it not been for her vast riches; it was even whispered about the Court that she had Ogreish inclinations, and that, whenever she saw little children passing by, she had all the difficulty in the world to avoid falling upon them.",lang
And so the Prince would never tell her one word.,lang
"But when the King was dead, which happened about two years afterward, and he saw himself lord and master, he openly declared his marriage; and he went in great ceremony to conduct his Queen to the palace.",lang
"They made a magnificent entry into the capital city, she riding between her two children.",lang
"Soon after the King went to make war with the Emperor Contalabutte, his neighbor.",lang
"He left the government of the kingdom to the Queen his mother, and earnestly recommended to her care his wife and children.",lang
"He was obliged to continue his expedition all the summer, and as soon as he departed the Queen-mother sent her daughter-in-law to a country house among the woods, that she might with the more ease gratify her horrible longing.",lang
"Some few days afterward she went thither herself, and said to her clerk of the kitchen: ""I have a mind to eat little Morning for my dinner to- morrow."" ""Ah! madam,"" cried the clerk of the kitchen.",lang
"""I will have it so,"" replied the Queen (and this she spoke in the tone of an Ogress who had a strong desire to eat fresh meat), ""and will eat her with a sauce Robert."" The poor man, knowing very well that he must not play tricks with Ogresses, took his great knife and went up into little Morning's chamber.",lang
"She was then four years old, and came up to him jumping and laughing, to take him about the neck, and ask him for some sugar-candy.",lang
"Upon which he began to weep, the great knife fell out of his hand, and he went into the back yard, and killed a little lamb, and dressed it with such good sauce that his mistress assured him that she had never eaten anything so good in her life.",lang
"He had at the same time taken up little Morning, and carried her to his wife, to conceal her in the lodging he had at the bottom of the courtyard.",lang
"About eight days afterward the wicked Queen said to the clerk of the kitchen, ""I will sup on little Day."" He answered not a word, being resolved to cheat her as he had done before.",lang
"He went to find out little Day, and saw him with a little foil in his hand, with which he was fencing with a great monkey, the child being then only three years of age.",lang
"He took him up in his arms and carried him to his wife, that she might conceal him in her chamber along with his sister, and in the room of little Day cooked up a young kid, very tender, which the Ogress found to be wonderfully good.",lang
"This was hitherto all mighty well; but one evening this wicked Queen said to her clerk of the kitchen: ""I will eat the Queen with the same sauce I had with her children."" It was now that the poor clerk of the kitchen despaired of being able to deceive her.",lang
"The young Queen was turned of twenty, not reckoning the hundred years she had been asleep; and how to find in the yard a beast so firm was what puzzled him.",lang
"He took then a resolution, that he might save his own life, to cut the Queen's throat; and going up into her chamber, with intent to do it at once, he put himself into as great fury as he could possibly, and came into the young Queen's room with his dagger in his hand.",lang
"He would not, however, surprise her, but told her, with a great deal of respect, the orders he had received from the Queen-mother.",lang
"""Do it; do it"" (said she, stretching out her neck).",lang
"""Execute your orders, and then I shall go and see my children, my poor children, whom I so much and so tenderly loved."" For she thought them dead ever since they had been taken away without her knowledge.",lang
"""No, no, madam"" (cried the poor clerk of the kitchen, all in tears); ""you shall not die, and yet you shall see your children again; but then you must go home with me to my lodgings, where I have concealed them, and I shall deceive the Queen once more, by giving her in your stead a young hind."" Upon this he forthwith conducted her to his chamber, where, leaving her to embrace her children, and cry along with them, he went and dressed a young hind, which the Queen had for her supper, and devoured it with the same appetite as if it had been the young Queen.",lang
"Exceedingly was she delighted with her cruelty, and she had invented a story to tell the King, at his return, how the mad wolves had eaten up the Queen his wife and her two children.",lang
"One evening, as she was, according to her custom, rambling round about the courts and yards of the palace to see if she could smell any fresh meat, she heard, in a ground room, little Day crying, for his mamma was going to whip him, because he had been naughty; and she heard, at the same time, little Morning begging pardon for her brother.",lang
"The Ogress presently knew the voice of the Queen and her children, and being quite mad that she had been thus deceived, she commanded next morning, by break of day (with a most horrible voice, which made everybody tremble), that they should bring into the middle of the great court a large tub, which she caused to be filled with toads, vipers, snakes, and all sorts of serpents, in order to have thrown into it the Queen and her children, the clerk of the kitchen, his wife and maid; all whom she had given orders should be brought thither with their hands tied behind them.",lang
"They were brought out accordingly, and the executioners were just going to throw them into the tub, when the King (who was not so soon expected) entered the court on horseback (for he came post) and asked, with the utmost astonishment, what was the meaning of that horrible spectacle.",lang
"No one dared to tell him, when the Ogress, all enraged to see what had happened, threw herself head foremost into the tub, and was instantly devoured by the ugly creatures she had ordered to be thrown into it for others.",lang
"The King could not but be very sorry, for she was his mother; but he soon comforted himself with his beautiful wife and his pretty children.",lang
"Once upon a time there lived a king and queen who were grieved, more grieved than words can tell, because they had no children.",perrault
"They tried the waters of every country, made vows and pilgrimages, and did everything that could be done, but without result.",perrault
"At last, however, the queen found that her wishes were fulfilled, and in due course she gave birth to a daughter.",perrault
"A grand christening was held, and all the fairies that could be found in the realm (they numbered seven in all) were invited to be godmothers to the little princess.",perrault
This was done so that by means of the gifts which each in turn would bestow upon her (in accordance with the fairy custom of those days) the princess might be endowed with every imaginable perfection.,perrault
"When the christening ceremony was over, all the company returned to the king's palace, where a great banquet was held in honor of the fairies.",perrault
"Places were laid for them in magnificent style, and before each was placed a solid gold casket containing a spoon, fork, and knife of fine gold, set with diamonds and rubies.",perrault
"But just as all were sitting down to table an aged fairy was seen to enter, whom no one had thought to invite -- the reason being that for more than fifty years she had never quitted the tower in which she lived, and people had supposed her to be dead or bewitched.",perrault
"By the king's orders a place was laid for her, but it was impossible to give her a golden casket like the others, for only seven had been made for the seven fairies.",perrault
"The old creature believed that she was intentionally slighted, and muttered threats between her teeth.",perrault
"She was overheard by one of the young fairies, who was seated nearby.",perrault
"The latter, guessing that some mischievous gift might be bestowed upon the little princess, hid behind the tapestry as soon as the company left the table.",perrault
"Her intention was to be the last to speak, and so to have the power of counteracting, as far as possible, any evil which the old fairy might do.",perrault
Presently the fairies began to bestow their gifts upon the princess.,perrault
"The youngest ordained that she should be the most beautiful person in the world; the next, that she should have the temper of an angel; the third, that she should do everything with wonderful grace; the fourth, that she should dance to perfection; the fifth, that she should sing like a nightingale; and the sixth, that she should play every kind of music with the utmost skill.",perrault
It was now the turn of the aged fairy.,perrault
"Shaking her head, in token of spite rather than of infirmity, she declared that the princess should prick her hand with a spindle, and die of it.",perrault
A shudder ran through the company at this terrible gift.,perrault
All eyes were filled with tears.,perrault
But at this moment the young fairy stepped forth from behind the tapestry.,perrault
"""Take comfort, your Majesties,"" she cried in a loud voice.",perrault
"""Your daughter shall not die.",perrault
"My power, it is true, is not enough to undo all that my aged kinswoman has decreed.",perrault
The princess will indeed prick her hand with a spindle.,perrault
But instead of dying she shall merely fall into a profound slumber that will last a hundred years.,perrault
"At the end of that time a king's son shall come to awaken her."" The king, in an attempt to avert the unhappy doom pronounced by the old fairy, at once published an edict forbidding all persons, under pain of death, to use a spinning wheel or keep a spindle in the house.",perrault
"At the end of fifteen or sixteen years the king and queen happened one day to be away, on pleasure bent.",perrault
"The princess was running about the castle, and going upstairs from room to room she came at length to a garret at the top of a tower, where an old serving woman sat alone with her distaff, spinning.",perrault
This good woman had never heard speak of the king's proclamation forbidding the use of spinning wheels.,perrault
"""What are you doing, my good woman?"" asked the princess.",perrault
"""I am spinning, my pretty child,"" replied the dame, not knowing who she was.",perrault
"""Oh, what fun!"" rejoined the princess.",perrault
"""How do you do it?",perrault
"Let me try and see if I can do it equally well."" Partly because she was too hasty, partly because she was a little heedless, but also because the fairy decree had ordained it, no sooner had she seized the spindle than she pricked her hand and fell down in a swoon.",perrault
In great alarm the good dame cried out for help.,perrault
People came running from every quarter to the princess.,perrault
"They threw water on her face, chafed her with their hands, and rubbed her temples with the royal essence of Hungary.",perrault
But nothing would restore her.,perrault
"Then the king, who had been brought upstairs by the commotion, remembered the fairy prophecy.",perrault
"Feeling certain that what had happened was inevitable, since the fairies had decreed it, he gave orders that the princess should be placed in the finest apartment in the palace, upon a bed embroidered in gold and silver.",perrault
"You would have thought her an angel, so fair was she to behold.",perrault
The trance had not taken away the lovely color of her complexion.,perrault
"Her cheeks were delicately flushed, her lips like coral.",perrault
"Her eyes, indeed, were closed, but her gentle breathing could be heard, and it was therefore plain that she was not dead.",perrault
The king commanded that she should be left to sleep in peace until the hour of her awakening should come.,perrault
"When the accident happened to the princess, the good fairy who had saved her life by condemning her to sleep a hundred years was in the kingdom of Mataquin, twelve thousand leagues away.",perrault
"She was instantly warned of it, however, by a little dwarf who had a pair of seven-league boots, which are boots that enable one to cover seven leagues at a single step.",perrault
"The fairy set off at once, and within an hour her chariot of fire, drawn by dragons, was seen approaching.",perrault
"The king handed her down from her chariot, and she approved of all that he had done.",perrault
"But being gifted with great powers of foresight, she bethought herself that when the princess came to be awakened, she would be much distressed to find herself all alone in the old castle.",perrault
And this is what she did.,perrault
"She touched with her wand everybody (except the king and queen) who was in the castle -- governesses, maids of honor, ladies-in-waiting, gentlemen, officers, stewards, cooks, scullions, errand boys, guards, porters, pages, footmen.",perrault
"She touched likewise all the horses in the stables, with their grooms, the big mastiffs in the courtyard, and little Puff, the pet dog of the princess, who was lying on the bed beside his mistress.",perrault
"The moment she had touched them they all fell asleep, to awaken only at the same moment as their mistress.",perrault
Thus they would always be ready with their service whenever she should require it.,perrault
"The very spits before the fire, loaded with partridges and pheasants, subsided into slumber, and the fire as well.",perrault
"All was done in a moment, for the fairies do not take long over their work.",perrault
"Then the king and queen kissed their dear child, without waking her, and left the castle.",perrault
"Proclamations were issued, forbidding any approach to it, but these warnings were not needed, for within a quarter of an hour there grew up all round the park so vast a quantity of trees big and small, with interlacing brambles and thorns, that neither man nor beast could penetrate them.",perrault
"The tops alone of the castle towers could be seen, and these only from a distance.",perrault
"Thus did the fairy's magic contrive that the princess, during all the time of her slumber, should have naught whatever to fear from prying eyes.",perrault
At the end of a hundred years the throne had passed to another family from that of the sleeping princess.,perrault
"One day the king's son chanced to go a-hunting that way, and seeing in the distance some towers in the midst of a large and dense forest, he asked what they were.",perrault
His attendants told him in reply the various stories which they had heard.,perrault
"Some said there was an old castle haunted by ghosts, others that all the witches of the neighborhood held their revels there.",perrault
"The favorite tale was that in the castle lived an ogre, who carried thither all the children whom he could catch.",perrault
"There he devoured them at his leisure, and since he was the only person who could force a passage through the wood nobody had been able to pursue him.",perrault
"While the prince was wondering what to believe, an old peasant took up the tale.",perrault
"""Your Highness,"" said he, ""more than fifty years ago I heard my father say that in this castle lies a princess, the most beautiful that has ever been seen.",perrault
"It is her doom to sleep there for a hundred years, and then to be awakened by a king's son, for whose coming she waits."" This story fired the young prince.",perrault
"He jumped immediately to the conclusion that it was for him to see so gay an adventure through, and impelled alike by the wish for love and glory, he resolved to set about it on the spot.",perrault
"Hardly had he taken a step towards the wood when the tall trees, the brambles and the thorns, separated of themselves and made a path for him.",perrault
"He turned in the direction of the castle, and espied it at the end of a long avenue.",perrault
"This avenue he entered, and was surprised to notice that the trees closed up again as soon as he had passed, so that none of his retinue were able to follow him.",perrault
"A young and gallant prince is always brave, however; so he continued on his way, and presently reached a large forecourt.",perrault
The sight that now met his gaze was enough to fill him with an icy fear.,perrault
"The silence of the place was dreadful, and death seemed all about him.",perrault
"The recumbent figures of men and animals had all the appearance of being lifeless, until he perceived by the pimply noses and ruddy faces of the porters, that they merely slept.",perrault
"It was plain, too, from their glasses, in which were still some dregs of wine, that they had fallen asleep while drinking.",perrault
"The prince made his way into a great courtyard, paved with marble, and mounting the staircase entered the guardroom.",perrault
"Here the guards were lined up on either side in two ranks, their muskets on their shoulders, snoring their hardest.",perrault
"Through several apartments crowded with ladies and gentlemen in waiting, some seated, some standing, but all asleep, he pushed on, and so came at last to a chamber which was decked all over with gold.",perrault
There he encountered the most beautiful sight he had ever seen.,perrault
"Reclining upon a bed, the curtains of which on every side were drawn back, was a princess of seemingly some fifteen or sixteen summers, whose radiant beauty had an almost unearthly luster.",perrault
Trembling in his admiration he drew near and went on his knees beside her.,perrault
"At the same moment, the hour of disenchantment having come, the princess awoke, and bestowed upon him a look more tender than a first glance might seem to warrant.",perrault
"""Is it you, dear prince?"" she said.",perrault
"""You have been long in coming!"" Charmed by these words, and especially by the manner in which they were said, the prince scarcely knew how to express his delight and gratification.",perrault
He declared that he loved her better than he loved himself.,perrault
"His words were faltering, but they pleased the more for that.",perrault
"The less there is of eloquence, the more there is of love.",perrault
"Her embarrassment was less than his, and that is not to be wondered at, since she had had time to think of what she would say to him.",perrault
It seems (although the story says nothing about it) that the good fairy had beguiled her long slumber with pleasant dreams.,perrault
"To be brief, after four hours of talking they had not succeeded in uttering one half of the things they had to say to each other.",perrault
Now the whole palace had awakened with the princess.,perrault
"Everyone went about his business, and since they were not all in love they presently began to feel mortally hungry.",perrault
"The lady-in-waiting, who was suffering like the rest, at length lost patience, and in a loud voice called out to the princess that supper was served.",perrault
"The princess was already fully dressed, and in most magnificent style.",perrault
"As he helped her to rise, the prince refrained from telling her that her clothes, with the straight collar which she wore, were like those to which his grandmother had been accustomed.",perrault
"And in truth, they in no way detracted from her beauty.",perrault
"They passed into an apartment hung with mirrors, and were there served with supper by the stewards of the household, while the fiddles and oboes played some old music and played it remarkably well, considering they had not played at all for just upon a hundred years.",perrault
"A little later, when supper was over, the chaplain married them in the castle chapel, and in due course, attended by the courtiers in waiting, they retired to rest.",perrault
"They slept but little, however.",perrault
"The princess, indeed, had not much need of sleep, and as soon as morning came the prince took his leave of her.",perrault
"He returned to the city, and told his father, who was awaiting him with some anxiety, that he had lost himself while hunting in the forest, but had obtained some black bread and cheese from a charcoal burner, in whose hovel he had passed the night.",perrault
"His royal father, being of an easygoing nature, believed the tale, but his mother was not so easily hoodwinked.",perrault
"She noticed that he now went hunting every day, and that he always had an excuse handy when he had slept two or three nights from home.",perrault
"She felt certain, therefore, that he had some love affair.",perrault
"Two whole years passed since the marriage of the prince and princess, and during that time they had two children.",perrault
"The first, a daughter, was called ""Dawn,"" while the second, a boy, was named ""Day,"" because he seemed even more beautiful than his sister.",perrault
Many a time the queen told her son that he ought to settle down in life.,perrault
"She tried in this way to make him confide in her, but he did not dare to trust her with his secret.",perrault
"Despite the affection which he bore her, he was afraid of his mother, for she came of a race of ogres, and the king had only married her for her wealth.",perrault
"It was whispered at the court that she had ogrish instincts, and that when little children were near her she had the greatest difficulty in the world to keep herself from pouncing on them.",perrault
No wonder the prince was reluctant to say a word.,perrault
"But at the end of two years the king died, and the prince found himself on the throne.",perrault
"He then made public announcement of his marriage, and went in state to fetch his royal consort from her castle.",perrault
With her two children beside her she made a triumphal entry into the capital of her husband's realm.,perrault
"Some time afterwards the king declared war on his neighbor, the Emperor Cantalabutte.",perrault
"He appointed the queen mother as regent in his absence, and entrusted his wife and children to her care.",perrault
"He expected to be away at the war for the whole of the summer, and as soon as he was gone the queen mother sent her daughter-in-law and the two children to a country mansion in the forest.",perrault
This she did that she might be able the more easily to gratify her horrible longings.,perrault
A few days later she went there and in the evening summoned the chief steward.,perrault
"""For my dinner tomorrow,"" she told him, ""I will eat little Dawn."" ""Oh, Madam!"" exclaimed the steward.",perrault
"""That is my will,"" said the queen; and she spoke in the tones of an ogre who longs for raw meat.",perrault
"""You will serve her with piquant sauce,"" she added.",perrault
"The poor man, seeing plainly that it was useless to trifle with an ogress, took his big knife and went up to little Dawn's chamber.",perrault
"She was at that time four years old, and when she came running with a smile to greet him, flinging her arms round his neck and coaxing him to give her some sweets, he burst into tears, and let the knife fall from his hand.",perrault
"Presently he went down to the yard behind the house, and slaughtered a young lamb.",perrault
For this he made so delicious a sauce that his mistress declared she had never eaten anything so good.,perrault
"At the same time the steward carried little Dawn to his wife, and bade the latter hide her in the quarters which they had below the yard.",perrault
Eight days later the wicked queen summoned her steward again.,perrault
"""For my supper,"" she announced, ""I will eat little Day."" The steward made no answer, being determined to trick her as he had done previously.",perrault
"He went in search of little Day, whom he found with a tiny foil in his hand, making brave passes -- though he was but three years old -- at a big monkey.",perrault
"He carried him off to his wife, who stowed him away in hiding with little Dawn.",perrault
"To the ogress the steward served up, in place of Day, a young kid so tender that she found it surpassingly delicious.",perrault
"So far, so good.",perrault
But there came an evening when this evil queen again addressed the steward.,perrault
"""I have a mind,"" she said, ""to eat the queen with the same sauce as you served with her children."" This time the poor steward despaired of being able to practice another deception.",perrault
"The young queen was twenty years old, without counting the hundred years she had been asleep.",perrault
"Her skin, though white and beautiful, had become a little tough, and what animal could he possibly find that would correspond to her?",perrault
"He made up his mind that if he would save his own life he must kill the queen, and went upstairs to her apartment determined to do the deed once and for all.",perrault
"Goading himself into a rage he drew his knife and entered the young queen's chamber, but a reluctance to give her no moment of grace made him repeat respectfully the command which he had received from the queen mother.",perrault
"""Do it! do it!"" she cried, baring her neck to him; ""carry out the order you have been given!",perrault
"Then once more I shall see my children, my poor children that I loved so much!"" Nothing had been said to her when the children were stolen away, and she believed them to be dead.",perrault
The poor steward was overcome by compassion.,perrault
"""No, no, Madam,"" he declared.",perrault
"""You shall not die, but you shall certainly see your children again.",perrault
"That will be in my quarters, where I have hidden them.",perrault
"I shall make the queen eat a young hind in place of you, and thus trick her once more."" Without more ado he led her to his quarters, and leaving her there to embrace and weep over her children, proceeded to cook a hind with such art that the queen mother ate it for her supper with as much appetite as if it had indeed been the young queen.",perrault
"The queen mother felt well satisfied with her cruel deeds, and planned to tell the king, on his return, that savage wolves had devoured his consort and his children.",perrault
"It was her habit, however, to prowl often about the courts and alleys of the mansion, in the hope of scenting raw meat, and one evening she heard the little boy Day crying in a basement cellar.",perrault
"The child was weeping because his mother had threatened to whip him for some naughtiness, and she heard at the same time the voice of Dawn begging forgiveness for her brother.",perrault
"The ogress recognized the voices of the queen and her children, and was enraged to find she had been tricked.",perrault
"The next morning, in tones so affrighting that all trembled, she ordered a huge vat to be brought into the middle of the courtyard.",perrault
"This she filled with vipers and toads, with snakes and serpents of every kind, intending to cast into it the queen and her children, and the steward with his wife and serving girl.",perrault
"By her command these were brought forward, with their hands tied behind their backs.",perrault
"There they were, and her minions were making ready to cast them into the vat, when into the courtyard rode the king!",perrault
"Nobody had expected him so soon, but he had traveled posthaste.",perrault
"Filled with amazement, he demanded to know what this horrible spectacle meant.",perrault
"None dared tell him, and at that moment the ogress, enraged at what confronted her, threw herself head foremost into the vat, and was devoured on the instant by the hideous creatures she had placed in it.",perrault
"The king could not but be sorry, for after all she was his mother; but it was not long before he found ample consolation in his beautiful wife and children.",perrault
"Long ago, the Kingdom of France was home to a King and a Queen.",kids
"Beyond everything, their greatest desire was to have a child, and at last, their dream was realized.",kids
Beautiful baby princess Aurora born to the Queen.,kids
"The Queen was extremely content, as was the King.",kids
"To this excitement, bells rang joyfully throughout the nation.",kids
They threw a naming ceremony for their daughter and invited every fairy in the realm.,kids
Every visitor was presented with dishes and utensils crafted entirely of gold.,kids
"Maleficent, an elderly fairy who disappeared half a century ago and hasn't been seen in a long time, showed up at the ceremony out of the dark and without any prior warning.",kids
"Since she was a fairy and the King and Queen honored her presence, they set up a fitting environment for the new guest right away.",kids
"Regretfully, the plates and cutlery weren't made entirely of gold.",kids
The old fairy became enraged at this and took offense.,kids
It was now time for each fairy to bestow her blessing on the kid at the same moment.,kids
"When it was her time to speak, Maleficent stood up and exclaimed, ""I declare before you all that this child, on her sixteenth birthday, shall stab her finger on the spindle of a spinning wheel and die!"" With a whoosh of smoke, Maleficent was gone.",kids
Everyone was in a panic.,kids
"Still, one of the fairies had not given her the go-ahead.",kids
"It was unimaginable, but the King and Queen asked her to revoke the curse.",kids
"Alternatively, the fairy proposed that she might reduce the curse.",kids
"""The princess will not perish when she pricks her finger on the spinning wheel on her sixteenth birthday; rather, she will slumber for a century,"" he declared.",kids
"""A century?",kids
"""After our daughter turns sixteen, we won't recognize her anymore,"" the Queen remarked in a terrified and heartbroken voice.",kids
"Following the events, the King issued an order banning all spinning wheels from the realm.",kids
"The princess would not come near a spinning wheel, so he told them to do as he saw appropriate.",kids
Fairies would raise the baby in a cabin hidden in the woodland.,kids
"To keep her secure, they would keep her there until she turned sixteen.",kids
It would be fine to return Princess Aurora to the palace after everything is finished.,kids
"As years passed by, then came the day of the curse, Princess Aurora's sixteenth birthday, and shortly afterward, when she was exploring the castle, she found a hidden room with an elderly man bent over a spinning wheel.",kids
"Curious, she asked the old woman if she could give it a try, but the moment she touched the spindle's needle, she fell to the ground.",kids
"When the witch's spell is fulfilled, she falls into a deep sleep rather than passing away.",kids
"The king gave the order with a heavy heart, and she would now lie in the splendid apartment for many years to come.",kids
The entire kingdom was grieving for Sleeping Beauty and was in extreme sadness.,kids
A forest grew around the castle as the years went by.,kids
"A century later, while Phillip, a handsome prince, was strolling through the woodland, he entered the nation.",kids
"While examining the sleeping beauty's curse in depth, he was startled to find her, and he instantly fell in love.",kids
He bent and planted a kiss on her.,kids
"The spell was lifted, and the princess came awake.",kids
Everybody was ecstatic.,kids
"When the kingdom learned that she had awoken from her slumber, everyone rejoiced.",kids
"During the evening, the prince and the princess danced well.",kids
"They were married shortly after, and they had a happy marriage.",kids
The story of Sleeping Beauty ends here in love and marriage.,kids
